id,status_group
8433,functional
27876,functional
103,functional
62869,functional
66943,functional
32410,functional
74055,functional needs repair
42179,functional needs repair
12879,functional
63281,non functional
65544,functional
70979,functional
60218,non functional
10559,functional
61708,non functional
8741,functional
53087,non functional
30084,functional
50571,non functional
13099,functional
53629,non functional
52960,non functional
4153,non functional
5307,functional
30690,functional needs repair
71285,functional
62877,non functional
3904,non functional
73739,non functional
37203,non functional
34254,non functional
63464,non functional
47270,functional
69983,non functional
30808,non functional
22726,functional
5657,functional
28369,functional needs repair
54786,functional
5228,non functional
46162,functional
64535,functional
56017,non functional
68958,non functional
29379,non functional
10206,functional
2973,functional
34125,functional
6066,functional
29527,functional
65979,functional
38859,functional
53880,functional
49690,non functional
71292,non functional
19409,functional
40235,non functional
44435,non functional
63109,functional
41476,functional
62081,non functional
66687,functional
73860,non functional
44762,functional
68724,non functional
63914,functional needs repair
26277,non functional
40632,non functional
69017,non functional
71186,functional
20413,non functional
13683,functional
34362,functional
71355,non functional
48061,non functional
7405,functional
14233,non functional
37363,functional
41994,functional
24708,functional
49612,non functional
32568,functional
63089,functional needs repair
59636,functional
72787,functional
4834,non functional
52530,non functional
27195,functional
21008,functional
31839,non functional
15383,functional needs repair
23264,functional
56769,non functional
51873,functional
45358,functional
39545,functional
63268,functional
29570,functional
35319,non functional
17947,functional
39401,functional
55197,functional needs repair
15066,non functional
2764,non functional
19628,functional
56714,non functional
66434,functional
74081,functional
55820,functional
63472,non functional
36071,functional needs repair
69299,functional
73272,functional
60648,functional
42088,non functional
35132,functional
23018,non functional
69117,functional
39012,non functional
17352,functional
52099,functional
24699,non functional
39167,functional
53511,non functional
38280,functional
72278,functional
47655,non functional
64485,functional
22086,functional needs repair
32606,functional needs repair
73969,functional
47666,functional
5670,non functional
33381,non functional
21380,functional
49544,non functional
16296,functional
15515,functional needs repair
6765,non functional
34664,functional
63589,functional
72371,functional
49150,functional
12756,functional
45346,non functional
20530,non functional
65815,functional
6910,non functional
30488,functional
27158,non functional
31342,functional
23442,functional
59081,functional
56903,functional
22639,functional
7479,non functional
23910,functional
41737,non functional
3514,functional
8916,non functional
37899,non functional
33524,functional
48976,functional
70682,non functional
52148,functional
17731,non functional
43341,non functional
38587,functional
53660,functional
24541,functional
36350,functional
49881,non functional
40760,non functional
5436,functional needs repair
1715,functional needs repair
57547,non functional
7909,non functional
18727,non functional
52459,functional
70909,non functional
12832,non functional
12347,non functional
37346,functional
38775,functional
34615,functional
50752,functional
3859,functional
23216,non functional
70570,functional
38265,functional
9861,non functional
56050,functional
38571,functional
60907,non functional
67400,functional
35192,functional
11633,functional
2759,non functional
72191,non functional
22841,non functional
64267,functional
6786,non functional
73236,functional
23895,functional
19982,functional
40290,functional
3206,non functional
19543,non functional
11949,non functional
65033,non functional
24923,non functional
39665,functional
23574,functional
70383,functional
48365,non functional
29716,functional
53435,non functional
39883,functional
49303,non functional
68197,functional
57438,functional
63724,functional
70520,non functional
4597,non functional
8772,functional needs repair
47717,functional
